uid,type,subject,sub_category,difficulty,text,choice_1,choice_2,choice_3,choice_4,answer,media_refs,source,status,extra_data
STA_Q73,mcq,math,Ratios_and_Proportions,,"In a scale drawing of a triangular banner, one side measures 16 centimeters and the other two sides each measure 12 centimeters. On the actual banner, these two sides each measure 36 feet. What is the length of the remaining side of the actual banner?",16 ft,32 ft,40 ft,48 ft,D,,STA,pending,
STA_Q74,mcq,math,Algebraic_Expressions,,"The least of 5 consecutive integers is l, and the greatest is g. What is the value of (l+g)/2 in terms of l?",2l,3l,l + 2,l + 5,C,,STA,pending,
STA_Q75,grid-in,math,Ratios_and_Proportions,,"The owner of a tree farm plants pine trees and oak trees in a ratio of 8:3. How many oak trees are planted if 264 pine trees are planted?

Enter your answer in the space.",,,,,99,,STA,pending,
STA_Q76,mcq,math,Algebra_and_Equations,,"Today, Tien's age is 1/4 of Jordan's age. In 2 years, Tien's age will be 1/3 of Jordan's age. How old is Jordan today?",4 years old,6 years old,12 years old,16 years old,D,,STA,pending,
STA_Q77,grid-in,math,Algebra_and_Equations,,"Complete the steps to show one way to solve the equation 24 = -0.5(x + 8) for x. Move the correct answer to each box. Each answer may be used more than once. Not all answers will be used.

24 = -0.5(x + 8)
24 = -0.5x + ___
___ = -0.5x
___ = x",,,,,"-4, 28, -56",,STA,pending,
STA_Q78,mcq,math,Arithmetic,,"2 1/5 + 3 3/10 + 4 2/5 + 5 1/2

What is the value of the expression shown above?",14 7/20,14 2/5,15 7/20,15 2/5,D,,STA,pending,
STA_Q79,mcq,math,Probability,,There are 6 different cookies on a plate. Aiden will choose 2 of these cookies to pack in his lunch. How many different pairs of 2 cookies can he choose from the 6?,12,15,30,36,B,,STA,pending,
STA_Q80,mcq,math,Ratios_and_Proportions,,"For a presentation, Deion can create 5 slides in 20 minutes, working at a constant rate. Kyra can create 3 slides in 10 minutes, working at her own constant rate. What is the total number of slides the two of them can create in one hour?",16,30,33,55,C,,STA,pending,
STA_Q81,mcq,math,Arithmetic,,"On the number line above, LN = 1/8. Point M (not shown) is located between point L and point N. Which value below is a possible value for M?",4.26,4.31,4.35,4.58,C,,STA,pending,
STA_Q82,grid-in,math,Algebra_and_Equations,,What is the value of x in the equation 6x = 9x + 13?,,,,,-13/3,,STA,pending,
STA_Q83,mcq,math,Ratios_and_Proportions,,"Ryan must read 150 pages for school this weekend. It took him 30 minutes to read the first 20 pages. At this rate, how much additional time will it take him to finish the reading?",2 1/6 hr,3 1/4 hr,3 3/4 hr,7 1/2 hr,C,,STA,pending,
STA_Q84,mcq,math,Algebraic_Expressions,,"Suppose M = w/x, N = y/z, and w, x, y, and z do not equal 0. What is M/N in terms of w, x, y, and z?",wx/yz,wy/xz,wz/xy,xy/wz,C,,STA,pending,
STA_Q85,mcq,math,Arithmetic,,"In the set of consecutive integers from 12 to 30, inclusive, there are four integers that are multiples of both 2 and 3. How many integers in this set are multiples of neither 2 nor 3?",5,6,13,15,B,,STA,pending,
STA_Q86,mcq,math,Algebraic_Expressions,,"If 3n is a positive even number, how many odd numbers are in the range from 3n up to and including 3n + 5?",2,3,4,5,B,,STA,pending,
STA_Q87,multi-select,math,Linear_Eq._Formula,,"When a student buys 4 notebooks, the total cost is $12. Each notebook costs the same amount. Select each point on the graph that best represents y, the total cost of x notebooks. Select all the correct answers.","(1, 1)","(1, 3)","(2, 5)","(3, 7)","B,E,F",,STA,pending,"{""select_count"": 3, ""choice_5"": ""(3, 9)"", ""choice_6"": ""(4, 12)""}"
STA_Q88,mcq,math,Algebraic_Expressions,,"w/x = y/z

In the equation above, w, x, y, and z are positive numbers. Which of these is equal to z?",x,xy,w/(xy),xy/w,D,,STA,pending,
STA_Q89,mcq,math,Ratios_and_Proportions,,"On the number line above, points W, X, Y, and Z are integers, and WX:XY:YZ = 4:2:3. What is the value of WY?",8,11,12,18,C,,STA,pending,
STA_Q90,mcq,math,Stats_and_Data_Analysis,,Mr. Blake's biology class is divided into three sections. The same test was given to each section. The table above shows both the lowest score and the range of scores on this test for each section. What is the overall range of all scores in all three sections?,25,27,28,31,D,,STA,pending,
STA_Q91,mcq,math,Stats_and_Data_Analysis,,The graph above shows the number of schools per city for five small cities. Cities M and N each have 500 students per school. City P has 400 students per school. Cities Q and R each have 700 students per school. Which of the five cities has the greatest number of students?,City M,City P,City Q,City R,C,,STA,pending,
STA_Q92,mcq,math,Sequence,,"10/13 = 0.769230 repeating. In the infinitely repeating decimal above, 7 is the first digit in the repeating pattern. What is the 391st digit?",0,3,6,7,D,,STA,pending,
STA_Q93,mcq,math,Inequalities,,"Graph the solution set for the inequality -3 ≤ 2x - 5. Select a ray. Then, move the endpoint of the ray to the correct position on the number line.",Ray pointing left with closed (filled) endpoint,Ray pointing left with open endpoint,Ray pointing right with open endpoint,Ray pointing right with closed (filled) endpoint,D,,STA,pending,
STA_Q94,mcq,math,Probability,,"A sports store has a container of handballs: 4 blue, 5 red, 8 yellow, 9 white, and 11 green. If one ball is picked from the container at random, what is the probability that it will be yellow?",1/37,1/8,8/37,8/29,C,,STA,pending,
STA_Q95,mcq,math,Algebraic_Expressions,,"Each week, Leon has fixed expenses of $1,250 at his furniture shop. It costs him $150 to make a chair in his shop, and he sells each chair for $275. What is Leon's profit if he makes and sells 25 chairs in 1 week?","$1,875","$2,500","$3,125","$4,375",A,,STA,pending,
STA_Q96,mcq,math,Arithmetic,,"Using the approximation 2.54 centimeters = 1 inch, how many centimeters are in 4 feet 7 inches?",21.65,119.38,121.92,139.70,D,,STA,pending,
STA_Q97,mcq,math,Arithmetic,,"On the number line above, JK = 3½, JM = 9¾, and LM = 1⅛. What is the position of point L?",5⅛,5¼,5½,6¼,C,,STA,pending,
STA_Q98,mcq,math,Linear_Eq._Formula,,"If 4x − 3y = 12, what is x in terms of y?",x = 3/4 y + 12,x = -3/4 y + 12,x = 3/4 y + 3,x = -3/4 y + 3,C,,STA,pending,
STA_Q99,mcq,math,Stats_and_Data_Analysis,,"There are 20 students in a class. The frequency table above shows the number of students in this class who ate 0, 1, 2, 3, 4, or 5 servings of fruits and vegetables yesterday. What is the mean number of servings of fruits and vegetables eaten yesterday per student in this class?",1 1/2,3,3 1/3,4,A,,STA,pending,
STA_Q100,grid-in,math,Algebraic_Expressions,,"Let b = 3, c = 4, and d = 5. Determine the value of ((c/d)/(c/b)) + c/d.",,,,,7/5,,STA,pending,
