uid,type,subject,sub_category,difficulty,text,choice_1,choice_2,choice_3,choice_4,answer,media_refs,source,status,extra_data
STB_Q80,mcq,math,Geometry,,"R, S, and T are midpoints of the sides of square MNPQ, as shown above. What is the sum of the areas of the shaded triangles?",9 sq cm,12 sq cm,18 sq cm,36 sq cm,A,,STB,pending,
STB_Q81,mcq,math,Fraction_Word_Problems,,"The Chens spend $5 of every $8 they earn on planned expenses. If the family earns $29,600 in one year, how much will they spend on planned expenses that year?","$1,850","$3,700","$5,920","$18,500",D,,STB,pending,
STB_Q82,mcq,math,Probability,,"A pizza shop offers a choice of 3 sizes (small, medium, and large) and 7 different toppings. Different pizzas can be created by changing the size and the choice of toppings. If Cody wants to order a pizza with exactly 2 different toppings, how many different pizzas can he create?",6,21,63,126,C,,STB,pending,
STB_Q83,mcq,math,Stats_and_Data_Analysis,,"At North High School, a survey asked two questions, Question A and Question B. For each question, students could answer either ""yes"" or ""no."" Of the 800 students who responded to the survey, 720 answered ""yes"" to Question A, and 640 answered ""yes"" to Question B. What is the least possible number of these students who could have answered ""yes"" to both questions?",80,160,560,640,C,,STB,pending,
STB_Q84,mcq,math,Geometry,,"A wooden box has a square base. The height of this box is 3 times the length of one side of the base. If one side of the base is 3 feet long, what is the volume of this box?",9 cu ft,27 cu ft,36 cu ft,81 cu ft,D,,STB,pending,
STB_Q85,mcq,math,Ratios_and_Proportions,,"On a bike trip, Rajiv traveled 65 kilometers in 5 hours, while Shaina traveled 72 kilometers in 4 hours. How much less was Rajiv's mean speed, in kilometers per hour (kph), than Shaina's?",1,5,7,9,B,,STB,pending,
STB_Q86,mcq,math,Geometry,,"Points P, Q, R, and S represent -3, -1, 0, and 2, respectively, on a number line. How many units is the midpoint of PQ from the midpoint of RS?",1,2,3,4,C,,STB,pending,
STB_Q87,mcq,math,Geometry,,"In the quarter circle above, what is y in terms of x?",x - 1,x + 1,(x+1)/2,sqrt((x+1)^2/2),A,,STB,pending,
STB_Q88,mcq,math,Sequence,,The hash marks on the number line above are evenly spaced. What is the coordinate of point R?,7/40,9/40,11/40,21/40,C,,STB,pending,
STB_Q89,mcq,math,Linear_Eq._Formula,,"Phan chose an Internet service that charges $18.00 per month plus $0.024 per minute. Deion chose an Internet service that charges $30.00 per month for unlimited usage. At the end of the month, Phan's and Deion's charges were identical. For how many minutes did Phan use the Internet service that month?",50,60,100,500,D,,STB,pending,
STB_Q90,mcq,math,Probability,,"In a sample of 50 cars at a local dealership, there are 12 red cars and 10 cars with backup cameras. Of the 12 red cars, 4 have backup cameras. If a car is selected at random from the given sample, what is the probability that both of the following are true: the car is not red and does not have a backup camera?",3/5,16/25,19/25,4/5,B,,STB,pending,
STB_Q91,grid-in,math,Algebra_and_Equations,,"\frac{147-x}{12} = 12

What is the value of x in the equation shown above?

Enter your answer in the space.",,,,,3,,STB,pending,
STB_Q92,mcq,math,Geometry,,What is the area of the shaded triangle shown above?,m + n,n - m,2(n - m),4(n - m),C,,STB,pending,
STB_Q93,mcq,math,Probability,,The cards in the table above are mixed in a box. Which animal pictured on a card has exactly a 1 in 4 chance of being picked at random from the box?,cat,dog,fish,horse,B,,STB,pending,
STB_Q94,mcq,math,Inequalities,,Which number line below shows the solution set for 2x − 2 ≤ y ≤ 4x + 10 when y = 1?,Number line with closed dots shading from -2 to -1,Number line with closed dots shading from -1.5 to 2.5,Number line with closed dots shading from -2.25 to 1.5,"Number line with closed dots shading from -2 to 1, arrow pointing left",C,,STB,pending,
STB_Q95,mcq,math,Ratios_and_Proportions,,"In the equation above, what is the value of p?",2/3,3,14/3,14,C,,STB,pending,
STB_Q96,mcq,math,Probability,,"A ball is selected at random from a box that contains 7 black balls, 14 green balls, and 21 red balls. What is the probability that the ball selected is black?",1/6,1/5,1/3,5/6,A,,STB,pending,
STB_Q97,grid-in,math,Linear_Eq._Formula,,"Amiya subscribes to an online streaming service. She pays a onetime setup fee of $50, plus $20 per month for service. Write an equation that can be used to determine the total amount Amiya will pay, y, for x months of service. Enter your equation in the space provided. Enter only the equation.",,,,,y=20x+50,,STB,pending,
STB_Q98,mcq,math,Inequalities,,Raoul is at least 3 years older than Vahn. Which of the following inequalities gives the relationship between Raoul's age (r) and Vahn's age (v)?,r − v ≥ 3,r − v ≤ 3,3 − v ≤ r,3 − r ≤ v,A,,STB,pending,
STB_Q99,mcq,math,Algebra_and_Equations,,"There are now x cans stacked on a shelf that holds 36 cans when full. If 4 of these cans were removed, the shelf would be half full. What is the value of x?",14,16,18,22,D,,STB,pending,
STB_Q100,mcq,math,Probability,,"Carlos tossed a paper cup in the air 50 times and found that the probability of it landing on its side was 72%. If he tosses the cup in the air 150 more times, what is the total number of times he can expect the cup to land on its side?",72,108,144,158,C,,STB,pending,
STB_Q101,grid-in,math,Algebraic_Expressions,,"Let b = 3, c = 4, and d = 5. Determine the value of (c/d)/(c/b) + c/d.

Enter your fractional answer in the space provided. Enter only your fraction.",,,,,7/5,,STB,pending,
