uid,type,subject,sub_category,difficulty,text,choice_1,choice_2,choice_3,choice_4,answer,media_refs,source,status,extra_data
STD_Q83,mcq,math,Percentage,,"A car costing $24,000 is subject to a sales tax of 8%. If Bindu made a $10,000 down payment on this car, what is the total amount she has left to pay?","$14,000","$15,620","$15,920","$25,920",C,,STD,pending,
STD_Q84,mcq,math,Probability,,"Last week, Emily rode the bus to school on 3 of the 5 mornings and rode the bus home on 4 of the 5 afternoons. Based on last week’s events, what is the probability that Emily will ride the bus in the morning and the afternoon next Monday?",1/5,7/25,12/25,7/10,C,,STD,pending,
STD_Q85,mcq,math,Probability,,"XYZ Corporation hired 6 people as summer workers. Of these 6 people, 3 will be hired as permanent employees in the fall. If 2 of the 6 people are male, how many of the possible groups of 3 people hired in the fall will include only 1 male?",4,6,12,24,C,,STD,pending,
STD_Q86,grid-in,math,Percentage,,"Leah has set a goal to read a total of 500 pages of a textbook. The table shows the book page numbers for the reading she did during three days.

DAILY READING LOG
Day | Pages Read
1 | pages 45–90, inclusive
2 | pages 100–135, inclusive
3 | pages 145–190, inclusive

What percentage of her 500-page goal did Leah read on these three days? Round your answer to the nearest tenth.

Enter your answer in the space.",,,,,25.6,,STD,pending,
STD_Q87,grid-in,math,Arithmetic,,"What 3-digit number between 630 and 650 is divisible by both 5 and 8?

Enter your answer in the space.",,,,,640,,STD,pending,
STD_Q88,mcq,math,Probability,,"Melissa has a bag of marbles that are all the same size. The bag contains three red (R) marbles, three green (G) marbles, and two white (W) marbles. For an experiment, she will take two marbles out of the bag without looking. Which list shows the sample space for Melissa's experiment?","R, G, W","RG, RW, GW","R, R, R, G, G, G, W, W","RR, RG, RW, GG, GW, WW",D,,STD,pending,
STD_Q89,mcq,math,Probability,,"The table shows the probabilities of a hockey team scoring different numbers of goals in a game.

HOCKEY GOAL PROBABILITIES
Number of Goals | Probability
0 | 0.16
1 | 0.21
2 | 0.29
3 | 0.21
4 | 0.09
5 | 0.04

What is the probability that the team will score three or more goals in the next game?",0.13,0.21,0.34,0.50,C,,STD,pending,
STD_Q90,mcq,math,Inequalities,,"A team is participating in a contest to collect canned goods for a food drive. The team has 53 points and must have a total of at least 100 points to win a prize. The team earns 5 points for each can of food a member collects. Which inequality can be used to find x, the number of cans of food the team needs to collect to win a prize?",5 + 53x ≤ 100,5 + 53x ≥ 100,53 + 5x ≤ 100,53 + 5x ≥ 100,D,,STD,pending,
STD_Q91,mcq,math,Ratios_and_Proportions,,The distance an eagle flies is proportional to the time the eagle spends flying. An eagle flies 90 miles in 3 hours. What is the constant of proportionality for this relationship?,3,30,60,90,B,,STD,pending,
STD_Q92,mcq,math,Fraction_Word_Problems,,A student reads 1/12 of a book in 1/3 hour. What fraction of the book can the student read in 1 hour?,1/36,1/4,5/12,12/3,B,,STD,pending,
STD_Q93,multi-select,math,Ratios_and_Proportions,,"Two student clubs are selling snacks as part of a fundraiser. The Art Club sells a 24-pack of granola bars for $12.00. The Science Club sells a 10-pack of granola bars for $6.50. To the nearest cent, what is the difference in cost per bar between the two clubs? Select the correct answer from each drop-down to complete the sentences. The cost for the Art Club's bar is [Choose...] per bar. The cost for the Science Club's bar is [Choose...] per bar. The difference between the cost of the bars is [Choose...] .","RESPONSE_A1: $0.40, $0.50, $0.60, $0.75","RESPONSE_A2: $0.55, $0.65, $0.75, $0.85","RESPONSE_A3: $0.05, $0.10, $0.15, $0.25",,"A1:$0.50, A2:$0.65, A3:$0.15",,STD,pending,"{""select_count"": 3}"
STD_Q94,mcq,math,Linear_Eq._Formula,,"A bakery charges $1.25 for each cupcake and $2.50 for a serving tray. The equation describes p, the price of c cupcakes and a serving tray, not including tax.

p = 2.50 + 1.25c

If Samantha bought some cupcakes and a serving tray for a total of $22.50, not including tax, how many cupcakes did she buy?",4,9,16,18,C,,STD,pending,
STD_Q95,grid-in,math,Algebra_and_Equations,,"Marcus and Isla are saving money to buy concert tickets.
• They decide to save the same amount each week.
• They already have $8 saved.
• After 3 weeks, the two have $26 saved in total.
How much money, in dollars, is being saved by Marcus and Isla each week?
Enter your answer in the space.",,,,,6,,STD,pending,
STD_Q96,grid-in,math,Linear_Eq._Formula,,"A company charges $3.00 to ship a 4-pound package. The cost includes a base fee of $1.50 plus $0.50 for each pound over the first pound. The table below illustrates how the cost depends on the total weight of the package. Complete the table by matching each total weight to its correct total shipping cost.

Move the correct answer to each box. Not all answers will be used.

Options: 2, 2.5, 3, 3.5, 4, 6, 7, 9

SHIPPING COSTS
Total Weight (pounds) | Total Cost to Ship (dollars)
2 | ___
___ | 2.50
6 | ___
___ | 5.50",,,,,"2.00, 3, 4.00, 9",,STD,pending,
STD_Q97,mcq,math,Geometry,,What shape will result from a horizontal slice of the figure above?,a square that has 2-inch sides,a triangle that has 2-inch sides,a rectangle that has a 2-inch side and a 6-inch side,a triangle that has one 2-inch side and two 6-inch sides,A,,STD,pending,
STD_Q98,mcq,math,Ratios_and_Proportions,,The perimeter of square W is twice the perimeter of equilateral triangle X. What is the ratio of the length of one side of square W to the length of one side of equilateral triangle X?,3:8,2:3,3:2,2:1,C,,STD,pending,
STD_Q99,mcq,math,Arithmetic,,"Anise has a piece of cloth measuring 45 inches by 75 inches. She wants to cut it into squares of equal size, without any cloth left over. What is the greatest possible side length, in inches, of one of those squares?",3,5,15,45,C,,STD,pending,
STD_Q100,mcq,math,Percentage,,"This table shows the number of birds that came to a bird feeder on Monday and Tuesday.

BIRDS AT BIRD FEEDER
Day | Number of Birds
Monday | 30
Tuesday | 24

What was the percent decrease in the number of birds from Monday to Tuesday?",6%,20%,24%,25%,B,,STD,pending,
