uid,type,subject,sub_category,difficulty,text,choice_1,choice_2,choice_3,choice_4,answer,media_refs,source,status,extra_data
STC_Q80,mcq,math,Percentage,,"Out of 2,000 high school seniors, 191 were enrolled in the Honor Society. What percentage of the entire group of 2,000 seniors were in the Honor Society?",0.955%,1.91%,9.55%,19.1%,C,,STC,pending,
STC_Q81,mcq,math,Percentage,,The table above shows the number of people who visited Brookside Zoo in one day. The largest of the four groups made up what percentage of all visitors on that day?,30%,28%,24%,17%,A,,STC,pending,
STC_Q82,grid-in,math,Stats_and_Data_Analysis,,"The box plot shows the average monthly high temperatures in New York City for 12 months. What is the difference between the range and the interquartile range of the temperature data?

Enter your answer in the space.",,,,,16,,STC,pending,
STC_Q83,mcq,math,Probability,,"A bag contains 40 tiles that are either red, green, or blue. A tile is selected at random, the color is recorded, and the tile is put back in the bag. This process is carried out 120 times, and 18 of those times a red tile is selected. Based on the information, what is the most likely number of red tiles in the bag?",6,15,18,30,A,,STC,pending,
STC_Q84,mcq,math,Probability,,"A teacher will randomly select 3 students to be on a school committee. He will choose either a student from Classroom A or a student from Classroom B with each selection. This tree diagram shows the selection possibilities.

What is the probability that the teacher will select 2 students from Classroom A and 1 student from Classroom B (in any order) for the committee?",1/8,3/8,1/2,3/4,B,,STC,pending,
STC_Q85,grid-in,math,Algebraic_Expressions,,"If 4(a + 2b) = 28b + 2a, what is the value of a in terms of b?

Enter your answer in the space provided. Enter only your answer.",,,,,10b,,STC,pending,
STC_Q86,mcq,math,Probability,,"A deck of 52 playing cards contains 13 hearts. Sara has 12 cards from this deck in her hand, 3 of which are hearts. The other cards remain in the deck. What is the probability that a card drawn at random from the remainder of the deck will be a heart?",1/10,1/4,3/13,1/3,B,,STC,pending,
STC_Q87,mcq,math,Probability,,"The table shows the probability of randomly picking each flavor of candy from a bowl.

PICKING CANDY FROM A BOWL
Flavor | Probability
Butterscotch | 0.57
Lemon | 0.095
Maple | 0.125
Strawberry | 0.21

Which flavor is most likely to be randomly picked?",butterscotch,lemon,maple,strawberry,A,,STC,pending,
STC_Q88,mcq,math,Linear_Eq._Formula,,"This formula can be used to determine p, the number of pages that will be in a book that contains w words, with an average of r words per page, and f extra pages in the front for the title and publishing information.

p = (1/r)w + f

If the formula is solved for w, it can be used to find the number of words in a book with p pages. What will the formula be if it is solved for w?",w = r(p − f),w = (1/r)p + f,w = f + rp,w = r + p + f,A,,STC,pending,
STC_Q89,mcq,math,Stats_and_Data_Analysis,,"A shipment contains 170 small boxes of medical supplies. In a random sample of 20 of these boxes, 8 have damage and the others are undamaged. Based on this sample, what is the best prediction of the number of undamaged boxes in the shipment, not including the boxes in the random sample?",60,68,90,102,C,,STC,pending,
STC_Q90,mcq,math,Inequalities,,"In basketball, a player can earn 1 point for making a free throw and 2 points for making another basket. Marcus makes a mean of 8 free throws per game, and he scores a total of at least 25 points per game. The inequality below shows this relationship, where b represents the number of 2-point baskets Marcus makes.

2b + 8 ≥ 25

What is the number of 2-point baskets Marcus needs to make if he wants to score at least his minimum total points for a game and make his mean number of free throws?",b ≤ 8,b ≥ 9,b ≥ 16,b ≤ 25,B,,STC,pending,
STC_Q91,grid-in,math,Inequalities,,"Elijah is at the school bookstore. He wants to buy a water bottle for $12.50 and some notebooks that cost $4.75 each. He has at most $35.00 to spend. Write an inequality that represents the number of notebooks, n, Elijah can purchase.

Enter your answer in the space provided. Enter only your answer.",,,,,12.50+4.75n≤35.00,,STC,pending,
STC_Q92,grid-in,math,Geometry,,"Tariq is making a clay block in the shape of a cube with a side length of 20 cm. He hollows out the center by removing clay to form a rectangular prism-shaped hole with a base of 5 cm · 5 cm and a height of 20 cm. What is the volume, in cubic centimeters, of the block after the clay is removed from the center? Enter your answer in the space.",,,,,7500,,STC,pending,
STC_Q93,mcq,math,Ratios_and_Proportions,,"A softball player bought bottles of water for her team to have at practice. The total number of bottles she bought, b, is proportional to n, the number of players at practice. Which equation represents the relationship between b and n? The constant of proportionality is p.",b = pn,b = p + n,b + n = p,b + n + p = 1,A,,STC,pending,
STC_Q94,multi-select,math,Percentage,,"A smartphone screen is designed to be 72 millimeters wide. The quality control team allows for a variation of ±4% in the width. Select the minimum and maximum screen widths that fall within the acceptable range of screen widths, in millimeters. Select the correct answer from each drop-down to complete the sentence. The acceptable screen width is from [Choose...] to [Choose...] millimeters.",68.00,69.12,70.00,71.28,"B,F",,STC,pending,"{""select_count"": 2, ""choice_5"": ""73.44"", ""choice_6"": ""74.88""}"
STC_Q95,mcq,math,Percentage,,Malik earns $10 per hour at his job. He wants to change to a job that will pay $12 per hour. What will be the percent increase in Malik's hourly pay if he makes this job change?,2%,20%,83%,120%,B,,STC,pending,
STC_Q96,mcq,math,Ratios_and_Proportions,,"A rain gauge shows that 10 centimeters of rain fell yesterday. If 1 inch is equal to approximately 2.5 centimeters, about how many inches of rain fell yesterday?",1,2.5,4,10,C,,STC,pending,
STC_Q97,mcq,math,Ratios_and_Proportions,,"The height of a plant, in millimeters, is proportional to the number of days the plant has grown. The plant has grown 20 millimeters in 8 days. What is the constant of proportionality, in millimeters per day?",0.4,2.5,12,20,B,,STC,pending,
STC_Q98,mcq,math,Ratios_and_Proportions,,Which table shows a proportional relationship?,"x: 0, 4, 8 | y: 0, 3/2, 3","x: 0, 4, 8 | y: 1, 7/2, 6","x: 0, 4, 8 | y: -1, -1/2, 0","x: 0, 4, 8 | y: 0, 12, 16",A,,STC,pending,
STC_Q99,grid-in,math,Stats_and_Data_Analysis,,"The box plot illustrates the number of hours eighth-grade students spend on screens during a typical week. What is the difference between the range and the interquartile range (IQR) of the screen time data?

Move the correct answer to each box. Not all answers will be used.

The range of screen time hours is ___ hours.
The IQR is ___ hours.
The difference between the range and the IQR is ___ hours.",,,,,"15,7,8",,STC,pending,
STC_Q100,mcq,math,Geometry,,"Terry wants to pour cement around the edge of the circular patio in her backyard. The patio has a radius of 5 feet. What is the distance, in feet, around the edge of the patio? Use 3.14 for π.",15.7,31.4,49.3,78.5,B,,STC,pending,
